data created:, 21-Aug-2024
monthly global mean of baseline data from AGAGE GCMS-Medusa data
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data center when these data are
used within a publication.
CONTACT POINT:  raywang@eas.gatech.edu, rprinn@mit.edu, rfweiss@ucsd.edu
You can use the following format in Fortran to read data in different columns, (F9.3, I4, I6, 70(f13.3,f9.3))
   scale: ---   ---       SIO-07      ---       SIO-07      ---       SIO-14      ---       SIO-05      ---       SIO-07      ---       SIO-05      ---       SIO-14      ---       SIO-14      ---       SIO-14      ---       SIO-14      ---       SIO-14      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-14      ---       SIO-05      ---       SIO-05      ---       SIO-14      ---    NOAA2003B      ---       SIO-98      ---       SIO-05      ---       SIO-05      ---       SIO-07      ---       SIO-12      ---       SIO-05      ---       SIO-07      ---       SIO-07      ---   METAS-2017      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---
 2005.958  12  2005        0.000    0.000        1.383    0.237        4.390    0.358       37.002    2.808        6.124    0.402        4.121    1.182        0.000    0.000        0.000    0.000        0.000    0.000        0.267    0.060        0.000    0.000      172.602    6.853       17.971    0.770       16.227    0.735        4.369    0.078        3.131    0.020        0.480    0.006        8.168    0.494      534.959    5.262       19.233    7.216        2.050    1.148        7.645    1.809       16.698    0.153        5.734    0.114        1.397    0.059        0.000    0.000       75.314    0.273        3.696    0.045        0.443    0.016        2.964    0.032       78.260    0.052       16.526    0.034        8.356    0.010
 2006.042   1  2006        0.000    0.000        1.392    0.246        4.406    0.361       36.938    2.663        6.154    0.406        4.145    1.246        0.000    0.000        0.000    0.000        0.000    0.000        0.269    0.062        0.000    0.000      172.395    6.950       17.911    0.788       16.216    0.715        4.369    0.087        3.132    0.024        0.478    0.005        8.033    0.567      534.831   14.719       19.506    8.017        2.093    1.250        7.386    1.957       16.458    0.241        5.756    0.119        1.400    0.060        0.000    0.000       75.339    0.272        3.702    0.048        0.447    0.017        2.966    0.026       78.234    0.130       16.515    0.035        8.351    0.012
 2006.125   2  2006        0.000    0.000        1.431    0.253        4.461    0.361       37.144    2.632        6.237    0.402        4.154    1.266        0.000    0.000        0.000    0.000        0.000    0.000        0.279    0.063        0.000    0.000      172.659    6.841       17.877    0.777       16.234    0.699        4.364    0.087        3.139    0.024        0.476    0.005        8.057    0.537      533.703   17.942       19.482    8.267        2.199    1.364        7.105    1.988       16.239    0.291        5.772    0.113        1.402    0.057        0.000    0.000       75.425    0.286        3.708    0.048        0.451    0.016        2.967    0.027       78.165    0.111       16.519    0.026        8.357    0.015
 2006.208   3  2006        0.000    0.000        1.427    0.232        4.493    0.322       37.233    2.404        6.282    0.364        4.146    1.231        0.000    0.000        0.000    0.000        0.000    0.000        0.292    0.062        0.000    0.000      172.672    6.299       17.821    0.710       16.213    0.651        4.364    0.075        3.141    0.026        0.475    0.006        8.151    0.493      539.565   21.166       18.979    7.807        1.901    1.129        6.736    1.728       15.983    0.286        5.785    0.100        1.408    0.055        0.000    0.000       75.484    0.305        3.716    0.048        0.452    0.013        2.982    0.021       78.081    0.117       16.524    0.025        8.353    0.015
 2006.292   4  2006        0.000    0.000        1.480    0.238        4.574    0.337       37.717    2.436        6.379    0.373        4.303    1.265        0.000    0.000        0.000    0.000        0.000    0.000        0.304    0.063        0.000    0.000      173.626    6.464       17.932    0.746       16.361    0.695        4.365    0.078        3.139    0.026        0.476    0.006        8.076    0.459      539.133   18.343       20.037    8.156        1.954    1.099        6.864    1.639       15.762    0.291        5.819    0.103        1.416    0.057        0.000    0.000       75.562    0.308        3.734    0.052        0.455    0.012        2.986    0.026       78.010    0.119       16.520    0.023        8.357    0.013
 2006.375   5  2006        0.000    0.000        1.514    0.231        4.657    0.328       38.025    2.436        6.457    0.368        4.308    1.220        0.000    0.000        0.000    0.000        0.000    0.000        0.311    0.063        0.000    0.000      174.117    6.209       17.966    0.704       16.414    0.713        4.359    0.072        3.142    0.028        0.475    0.006        7.979    0.549      543.940   10.839       19.487    7.230        1.681    0.787        6.867    1.267       15.528    0.242        5.830    0.100        1.416    0.059        0.000    0.000       75.581    0.271        3.741    0.048        0.456    0.010        2.980    0.022       77.912    0.082       16.511    0.013        8.364    0.011
 2006.458   6  2006        0.000    0.000        1.575    0.236        4.754    0.329       38.655    2.476        6.586    0.383        4.393    1.166        0.000    0.000        0.000    0.000        0.000    0.000        0.325    0.064        0.000    0.000      175.272    6.246       18.041    0.681       16.593    0.726        4.370    0.064        3.153    0.026        0.475    0.005        7.949    0.558      541.740    3.730       19.042    6.309        1.512    0.601        6.890    1.158       15.278    0.202        5.860    0.095        1.426    0.058        0.000    0.000       75.628    0.262        3.738    0.042        0.459    0.010        2.973    0.023       77.901    0.050       16.512    0.013        8.374    0.020
 2006.542   7  2006        0.000    0.000        1.653    0.276        4.845    0.373       39.396    2.599        6.701    0.396        4.474    1.116        0.000    0.000        0.000    0.000        0.000    0.000        0.332    0.063        0.000    0.000      176.505    6.447       18.149    0.686       16.749    0.764        4.365    0.061        3.159    0.022        0.474    0.004        7.772    0.463      530.332    8.474       18.344    5.348        1.338    0.420        7.139    1.186       15.013    0.093        5.882    0.099        1.435    0.061        0.000    0.000       75.671    0.249        3.749    0.040        0.464    0.011        2.970    0.021       77.786    0.027       16.512    0.012        8.368    0.018
 2006.625   8  2006        0.000    0.000        1.636    0.246        4.847    0.343       39.645    2.526        6.721    0.370        4.387    1.004        0.000    0.000        0.000    0.000        0.000    0.000        0.330    0.056        0.000    0.000      176.369    6.035       18.105    0.617       16.766    0.710        4.345    0.050        3.150    0.020        0.473    0.004        7.569    0.335      518.095   15.005       16.690    3.986        1.197    0.298        7.181    1.140       14.804    0.064        5.880    0.083        1.429    0.056        0.000    0.000       75.670    0.216        3.753    0.031        0.463    0.010        2.977    0.018       77.684    0.020       16.498    0.010        8.372    0.020
 2006.708   9  2006        0.000    0.000        1.685    0.252        4.933    0.358       40.041    2.529        6.830    0.392        4.381    0.951        0.000    0.000        0.000    0.000        0.000    0.000        0.342    0.060        0.000    0.000      177.200    5.995       18.190    0.619       16.896    0.720        4.344    0.044        3.159    0.021        0.474    0.004        7.610    0.462      522.005   13.062       16.449    3.629        1.244    0.359        7.394    1.178       14.526    0.132        5.900    0.080        1.431    0.047        0.000    0.000       75.740    0.204        3.764    0.030        0.464    0.008        2.986    0.015       77.604    0.027       16.490    0.013        8.378    0.010
 2006.792  10  2006        0.000    0.000        1.737    0.271        5.000    0.355       40.303    2.549        6.903    0.401        4.509    1.055        0.381    0.023        0.063    0.002        0.000    0.000        0.349    0.059        0.000    0.000      178.147    6.371       18.287    0.695       17.046    0.762        4.346    0.051        3.162    0.027        0.473    0.005        7.700    0.555      526.779    6.246       16.897    4.489        1.416    0.564        7.427    1.330       14.287    0.125        5.924    0.095        1.431    0.052        0.000    0.000       75.826    0.272        3.783    0.036        0.465    0.010        2.982    0.024       77.595    0.094       16.495    0.031        8.374    0.015
 2006.875  11  2006        0.000    0.000        1.801    0.279        5.099    0.374       40.915    2.499        7.021    0.412        4.729    1.147        0.389    0.024        0.061    0.001        0.731    0.146        0.363    0.066        0.000    0.000      179.361    6.336       18.440    0.761       17.190    0.790        4.354    0.057        3.163    0.031        0.474    0.005        7.799    0.596      531.879    4.523       18.453    5.893        1.644    0.800        7.231    1.477       14.040    0.077        5.953    0.103        1.444    0.055        0.000    0.000       75.920    0.278        3.781    0.042        0.468    0.012        2.977    0.034       77.577    0.087       16.499    0.026        8.364    0.012
 2006.958  12  2006        0.000    0.000        1.859    0.296        5.163    0.388       41.143    2.524        7.084    0.416        4.882    1.276        0.395    0.027        0.064    0.002        0.734    0.143        0.371    0.065        0.000    0.000      179.907    6.575       18.526    0.818       17.273    0.796        4.357    0.063        3.167    0.032        0.471    0.005        7.822    0.589      536.443   11.372       19.947    7.296        1.843    0.986        7.320    1.776       13.826    0.154        5.982    0.107        1.450    0.060        0.000    0.000       76.034    0.274        3.781    0.041        0.470    0.010        2.981    0.036       77.549    0.067       16.503    0.014        8.364    0.014
 2007.042   1  2007        0.000    0.000        1.861    0.295        5.193    0.388       41.022    2.427        7.125    0.405        4.840    1.335        0.398    0.025        0.064    0.002        0.741    0.137        0.369    0.060        0.000    0.000      179.325    6.405       18.452    0.796       17.250    0.753        4.346    0.061        3.164    0.030        0.470    0.006        7.715    0.490      540.310   15.659       19.858    7.762        1.878    1.061        7.005    1.803       13.596    0.202        5.996    0.100        1.454    0.055        0.000    0.000       76.137    0.337        3.791    0.042        0.470    0.010        2.980    0.032       77.467    0.090       16.499    0.015        8.356    0.016
 2007.125   2  2007        0.000    0.000        1.947    0.267        5.304    0.364       41.517    2.289        7.254    0.375        5.110    1.325        0.402    0.024        0.066    0.003        0.754    0.137        0.387    0.056        0.000    0.000      180.699    5.871       18.611    0.730       17.427    0.669        4.352    0.059        3.169    0.032        0.471    0.004        7.797    0.437      549.068   14.031       21.688    7.939        2.051    1.110        7.358    1.627       13.417    0.238        6.044    0.089        1.466    0.048        0.000    0.000       76.237    0.336        3.805    0.042        0.474    0.009        2.992    0.025       77.427    0.119       16.496    0.018        8.347    0.024
 2007.208   3  2007        0.000    0.000        1.978    0.280        5.356    0.362       41.764    2.306        7.320    0.382        5.232    1.396        0.410    0.024        0.066    0.002        0.774    0.138        0.396    0.059        0.000    0.000      181.019    6.038       18.649    0.741       17.481    0.678        4.346    0.062        3.170    0.030        0.470    0.004        7.786    0.481      550.997   17.225       21.934    8.123        1.999    1.072        7.253    1.648       13.247    0.238        6.068    0.095        1.469    0.047        0.000    0.000       76.306    0.298        3.822    0.042        0.475    0.008        2.973    0.017       77.378    0.098       16.493    0.020        8.356    0.020
 2007.292   4  2007        0.000    0.000        2.024    0.293        5.429    0.354       42.063    2.294        7.417    0.387        5.260    1.395        0.421    0.023        0.066    0.003        0.800    0.137        0.401    0.057        0.000    0.000      181.556    6.082       18.671    0.745       17.582    0.695        4.348    0.065        3.171    0.033        0.469    0.005        7.815    0.489      555.503   17.627       21.614    8.036        1.868    0.976        6.795    1.512       13.038    0.267        6.090    0.097        1.473    0.046        0.000    0.000       76.362    0.291        3.836    0.040        0.477    0.008        2.969    0.014       77.286    0.122       16.490    0.032        8.361    0.024
 2007.375   5  2007        0.000    0.000        2.083    0.307        5.523    0.394       42.613    2.535        7.515    0.428        5.386    1.446        0.425    0.020        0.067    0.003        0.807    0.129        0.417    0.063        0.000    0.000      182.622    6.556       18.785    0.788       17.737    0.757        4.348    0.063        3.179    0.034        0.468    0.005        7.839    0.502      559.082   10.772       21.832    7.939        1.699    0.814        6.882    1.420       12.924    0.249        6.126    0.103        1.480    0.050        0.000    0.000       76.417    0.318        3.850    0.041        0.481    0.009        2.982    0.021       77.223    0.129       16.497    0.025        8.354    0.022
 2007.458   6  2007        0.000    0.000        2.126    0.318        5.573    0.393       42.886    2.553        7.546    0.414        5.281    1.363        0.437    0.023        0.070    0.003        0.828    0.131        0.417    0.061        0.000    0.000      183.113    6.669       18.800    0.782       17.799    0.768        4.339    0.068        3.182    0.037        0.467    0.004        7.699    0.484      552.402    3.688       20.656    7.064        1.440    0.552        6.963    1.103       12.748    0.194        6.135    0.104        1.476    0.059        0.000    0.000       76.356    0.314        3.850    0.037        0.483    0.009        2.990    0.030       77.104    0.133       16.475    0.027        8.352    0.025
 2007.542   7  2007        0.000    0.000        2.155    0.314        5.634    0.407       43.333    2.610        7.597    0.410        5.196    1.228        0.435    0.024        0.069    0.003        0.842    0.124        0.417    0.057        0.000    0.000      183.689    6.488       18.812    0.719       17.886    0.765        4.334    0.060        3.175    0.038        0.465    0.003        7.586    0.400      540.672    9.994       19.219    5.484        1.246    0.369        7.005    1.019       12.527    0.106        6.149    0.096        1.478    0.052        0.000    0.000       76.419    0.267        3.857    0.039        0.482    0.009        2.990    0.032       77.048    0.094       16.475    0.021        8.353    0.019
 2007.625   8  2007        0.000    0.000        2.206    0.319        5.697    0.401       43.851    2.655        7.679    0.419        5.128    1.111        0.436    0.022        0.068    0.002        0.858    0.116        0.420    0.055        0.000    0.000      184.439    6.472       18.842    0.684       17.975    0.756        4.328    0.054        3.178    0.032        0.466    0.004        7.516    0.392      528.520   13.362       18.263    4.704        1.132    0.274        7.015    1.022       12.282    0.073        6.165    0.091        1.482    0.054        0.000    0.000       76.444    0.279        3.867    0.043        0.482    0.010        2.983    0.029       76.983    0.077       16.470    0.021        8.357    0.014
